Geolife trajectory
WGS 84
Altitude is in Feet
Reserved 3
0,2,255,My Track,0,0,2,8421376
0
39.984702,116.318417,0,492,39744.1201851852,2008-10-23,02:53:04
39.984683,116.31845,0,492,39744.1202546296,2008-10-23,02:53:10
39.984686,116.318417,0,492,39744.1203125,2008-10-23,02:53:15
39.984688,116.318385,0,492,39744.1203703704,2008-10-23,02:53:20
39.984655,116.318263,0,492,39744.1204282407,2008-10-23,02:53:25
39.984611,116.318026,0,493,39744.1204861111,2008-10-23,02:53:30
39.984608,116.317761,0,493,39744.1205439815,2008-10-23,02:53:35
39.984563,116.317517,0,496,39744.1206018519,2008-10-23,02:53:40
39.984539,116.317294,0,500,39744.1206597222,2008-10-23,02:53:45
39.984606,116.317065,0,505,39744.1207175926,2008-10-23,02:53:50
39.984568,116.316911,0,510,39744.120775463,2008-10-23,02:53:55
39.984586,116.316716,0,515,39744.1208333333,2008-10-23,02:54:00
39.984561,116.316527,0,520,39744.1208912037,2008-10-23,02:54:05
39.984536,116.316354,0,525,39744.1209490741,2008-10-23,02:54:10
39.984523,116.316188,0,531,39744.1210069444,2008-10-23,02:54:15
39.984516,116.315963,0,536,39744.1210648148,2008-10-23,02:54:20
39.984523,116.315823,0,541,39744.1211226852,2008-10-23,02:54:25
39.984574,116.315611,0,546,39744.1211805556,2008-10-23,02:54:30
39.984568,116.315407,0,551,39744.1212384259,2008-10-23,02:54:35
39.984538,116.315148,0,556,39744.1212962963,2008-10-23,02:54:40
39.984501,116.314907,0,560,39744.1213541667,2008-10-23,02:54:45
39.984532,116.314808,0,564,39744.121412037,2008-10-23,02:54:50
39.984504,116.314625,0,569,39744.1214699074,2008-10-23,02:54:55
39.984485,116.314426,0,574,39744.1215277778,2008-10-23,02:55:00
39.984427,116.31424,0,579,39744.1215856481,2008-10-23,02:55:05
39.984485,116.314042,0,584,39744.1216435185,2008-10-23,02:55:10
39.98448,116.313818,0,589,39744.1217013889,2008-10-23,02:55:15
39.984501,116.313659,0,595,39744.1217592593,2008-10-23,02:55:20
39.984618,116.314323,0,113,39744.1218171296,2008-10-23,02:55:25
39.984649,116.314107,0,117,39744.121875,2008-10-23,02:55:30
39.984621,116.313941,0,121,39744.1219328704,2008-10-23,02:55:35
39.984655,116.313724,0,126,39744.1219907407,2008-10-23,02:55:40
39.984681,116.313521,0,129,39744.1220486111,2008-10-23,02:55:45
39.984708,116.313311,0,133,39744.1221064815,2008-10-23,02:55:50
39.984708,116.313099,0,137,39744.1221643519,2008-10-23,02:55:55
39.984696,116.312921,0,144,39744.1222222222,2008-10-23,02:56:00
39.984677,116.312746,0,153,39744.1222800926,2008-10-23,02:56:05
39.984682,116.312525,0,155,39744.122337963,2008-10-23,02:56:10
39.984649,116.312332,0,158,39744.1223958333,2008-10-23,02:56:15
39.984641,116.312123,0,164,39744.1224537037,2008-10-23,02:56:20
39.984647,116.311917,0,170,39744.1225115741,2008-10-23,02:56:25
39.984654,116.31172,0,178,39744.1225694444,2008-10-23,02:56:30
39.984631,116.311569,0,180,39744.1226273148,2008-10-23,02:56:35
39.984647,116.31138,0,184,39744.1226851852,2008-10-23,02:56:40
39.984653,116.311189,0,194,39744.1227430556,2008-10-23,02:56:45
39.984628,116.311026,0,206,39744.1228009259,2008-10-23,02:56:50
39.984652,116.310854,0,214,39744.1228587963,2008-10-23,02:56:55
39.984656,116.31066,0,222,39744.1229166667,2008-10-23,02:57:00
39.984616,116.310534,0,231,39744.122974537,2008-10-23,02:57:05
39.984676,116.31033,0,235,39744.1230324074,2008-10-23,02:57:10
39.984698,116.310063,0,242,39744.1230902778,2008-10-23,02:57:15
39.984696,116.309937,0,250,39744.1231481481,2008-10-23,02:57:20
39.984663,116.309851,0,260,39744.1232060185,2008-10-23,02:57:25
39.984598,116.309749,0,266,39744.1232638889,2008-10-23,02:57:30
39.98454,116.309656,0,270,39744.1233217593,2008-10-23,02:57:35
39.984525,116.309503,0,271,39744.1233796296,2008-10-23,02:57:40
39.984498,116.309348,0,270,39744.1234375,2008-10-23,02:57:45
